id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
887384	00000000000000000001738251ec8f63f557c0543c490e36046a84f82477a8a8	2025-03-12 00:03:43	2025-03-11 23:02:45	1268328	909865	3997923	803053568	2fdda000	101111110111011010000000000000	903849564eb701cb5b4334968d37a7959b3bb7e31d7a075a073e0f77543c8de7	729684166	386040449	112149504190350	0000000000000000000000000000000000000000b3d7a810205877272179bf53	03588a0d2cfabe6d6d7aa34c65c0ef611cf0f6b67e058aaea28b07d8c9d832e2147c1694598c00500f10000000f09f909f092f4632506f6f6c2f67000000000000000000000000000000000000000000000000000000000000000000000005002e95975a	1155	1034	7632	3378	167048850904	138356544	167361350904	138615360	3182042	2635.4944	2509.972	2.0789	796.35486	0.6593	9940.5061102381	312500000	258825	315682042	261460.5	F2Pool
887385	00000000000000000001f7072da6062189c77b41ea47e189a1fa9805e8750e02	2025-03-12 00:19:33	2025-03-11 23:11:55	1607316	796912	3998052	537387008	2007e000	100000000001111110000000000000	7703e90990f84b6cb1e658ddbe90cba4f6c4b77e66d43b2c3bf840a7a1a9b866	1112423430	386040449	112149504190350	0000000000000000000000000000000000000000b3d80e105db49c108fae2b9e	03598a0d2cfabe6d6daf384c27103bbe1a2e1d2684f4d460dad5770574ed88f66d98b3d12e946f6b8110000000f09f909f092f4632506f6f6c2f7300000000000000000000000000000000000000000000000000000000000000000000000500ff460000	2865	2609	7652	8879	2678597116070	2218521344	2678909616070	2218780160	5231257	4332.7363	3255.8042	2.6967	1309.16	1.0842	69183.981301869	312500000	258825	317731257	263157.75	F2Pool
887386	000000000000000000009add796f3ed9233c954176b548d60660c305a6cdbb44	2025-03-12 00:20:35	2025-03-11 23:16:00	1550895	813972	3992811	595992576	23862000	100011100001100010000000000000	726ee3d741cdb0be96e9625797d3af11d70d8e23256a384f09f174c6010f4773	2179641939	386040449	112149504190350	0000000000000000000000000000000000000000b3d874109b10c0f9fde297e9	035a8a0d0455d3d0677c204d415241204d61646520696e2055534120f09f87baf09f87b8207c763032fabe6d6dca6829df00693647af78006db5cc85a228d2e2a5c9d05ed62694d4deaa5a3b22010000000000000013434b401b009b100000ffffffff	2820	2790	6830	7820	77447130173	64144812	77759630173	64403636	1786038	1479.2681	1151.8776	0.9541	447.45822	0.3702	7818.6991053204	312500000	258825	314286038	260304.2656	Unknown
887387	00000000000000000002671c2872ab121171dab6cce039d9d7957012d94f7262	2025-03-12 00:26:50	2025-03-11 23:53:36	2320068	559300	3997968	551550976	20e00000	100000111000000000000000000000	2b677106424a07b0771d38721ffe3a0ce04896d787459039e66554322ff52b9a	218140191	386040449	112149504190350	0000000000000000000000000000000000000000b3d8da10d86ce5e36c170434	035b8a0d2cfabe6d6d4311792587b3a843607f4887ee94ca398b43f33b27eeb3e61bdf37f70d89129010000000f09f909f092f4632506f6f6c2f730000000000000000000000000000000000000000000000000000000000000000000000050000009cd2	2306	2189	4840	7476	85998445441	71227352	86310945441	71486176	2855200	2364.7908	1230.955	1.0196	714.54956	0.5922	16626.759729097	312500000	258825	315355200	261189.7969	F2Pool
887388	0000000000000000000262463a74c86323cfb96ed9731d235bd85978c385f180	2025-03-12 00:37:37	2025-03-11 23:58:43	1644973	782757	3993244	629219328	25812000	100101100000010010000000000000	19421a1ebcb48a86bc19d21c14112ef33b6a3a2848e5770af831deca031d2052	3506559402	386040449	112149504190350	0000000000000000000000000000000000000000b3d9401115c90accda4b707f	035c8a0d0451d7d0677c204d415241204d61646520696e2055534120f09f87baf09f87b8207c763032fabe6d6dfbe6a19e7761fa70792bdfaf9b3e9ae6841f0003577555dba757f0717d4b05ad01000000000000001301b92f5b0051d60000ffffffff	3725	3557	6992	9534	301702271235	249881888	302014771235	250140720	3965769	3284.6084	2411.3545	1.9969	993.44104	0.8224	1785.7640706743	312500000	258825	316465769	262109.6094	Unknown
887389	00000000000000000001ad3947c158918cd79f8d809ff4ec69c16419246bc22b	2025-03-12 00:42:34	2025-03-12 00:03:43	1886214	702506	3993732	538050560	20120000	100000000100100000000000000000	fca2639f15d40d6afca8e726b18086142a94f288ab9607ed1244e9f9c742443e	260573382	386040449	112149504190350	0000000000000000000000000000000000000000b3d9a61153252fb6487fdcca	035d8a0d1c4d696e656420627920416e74506f6f6c3837333a0001000c523ecd01fabe6d6dbda0c30f76b349b747df544e47cb68b248e34b9c011d4ec9bda8f99e767d32f410000000000000000000a39d367d000000000000	2611	2513	5387	7230	169673727417	140530560	169986227417	140789392	2925993	2423.4246	1551.669	1.2854	732.9987	0.6071	3512.3953682238	312500000	258825	315425993	261248.4219	AntPool
887390	00000000000000000001624ca9b73a8580a3134f7305e05f14a30b6b9b768953	2025-03-12 00:48:14	2025-03-12 00:19:33	1629905	787895	3993590	571465728	220fe000	100010000011111110000000000000	b75194524273e31374b8179466802f8c8e26d07451e07791031bea799822ecfc	1445115040	386040449	112149504190350	0000000000000000000000000000000000000000b3da0c119081549fb6b44915	035e8a0d04ced9d0672f466f756e6472792055534120506f6f6c202364726f70676f6c642f23a6d4a61278000000000000	3675	3588	6466	10897	245511360975	203342336	245823860975	203601152	2292377	1898.6383	1406.835	1.1653	574.2563	0.4754	3865.4482399397	312500000	258825	314792377	260723.6406	Foundry USA Pool
887391	0000000000000000000235f097c4f37eec5253fea26c575e795059511fbb6cf6	2025-03-12 01:07:25	2025-03-12 00:20:35	1512556	826919	3993313	536879104	20002000	100000000000000010000000000000	ceff1b7cf5eb3de59120a95c3cbac99b1d75274a2d13df0e0f291057dae14da1	3079429453	386040449	112149504190350	0000000000000000000000000000000000000000b3da7211cddd798924e8b560	035f8a0d115768697465506f6f6c6500530415344053fabe6d6dff0e60c5f246657ef1375b91c4b986eadeca12ce8fafbd494badb8d072e6080310000000000000000000ef0279fc010000000000	2540	2315	7863	8666	491203445131	406834336	491515945131	407093152	4659162	3858.9043	3081.2097	2.5518	1167.218	0.9666	9026.2450956128	312500000	258825	317159162	262683.9062	Unknown
887392	0000000000000000000174181380d6e65de317416179a4ee3188fbcf2ffdf4ee	2025-03-12 01:09:16	2025-03-12 00:26:50	1689046	768146	3993484	536911872	2000a000	100000000000001010000000000000	a6e4c15264175b75700b3735025dac2e6412f90b8525da9b11247e7e1905bab8	2278138181	386040449	112149504190350	0000000000000000000000000000000000000000b3dad8120b399e72931d21ab	03608a0d04bcded0672f466f756e6472792055534120506f6f6c202364726f70676f6c642f3a454b30ed690f0000000000	3150	3112	7452	9563	93430968016	77383264	93743468016	77642088	1703356	1410.7876	1008.7398	0.8357	426.71378	0.3537	4940.7121498405	312500000	258825	314203356	260235.7812	Foundry USA Pool
887393	0000000000000000000148e9c6e1903ac110adc08f308a929a556b14b344429f	2025-03-12 01:29:31	2025-03-12 00:37:37	1584338	803187	3993899	537075712	20032000	100000000000110010000000000000	2e8de53960ce32aa5027987675dcfbcb7a682d9ee6f9b2248024778ce8763b9c	1510112518	386040449	112149504190350	0000000000000000000000000000000000000000b3db3e124895c35c01518df6	03618a0d1b4d696e656420627920416e74506f6f6c3837333a0001001d1c6dbcfabe6d6d0f0f110acf4c1947bf215b0e1a5a72f5463a7abc31a223041d86bb6bb9bd63931000000000000000000004711e99010000000000	2905	2672	7972	9216	593744147752	491762656	594056647752	492021472	4896366	4055.3662	3091.468	2.5601	1226.5498	1.0163	23228.302241939	312500000	258825	317396366	262880.375	AntPool
